Tiempo_s,Hora,Latitud,Longitud,Altura,dB_V_dZ,dB_N_dN,dB_E_dE
3401.0,18:25:00.000,4.4925570457759365,-75.38115111901152,2496.0,2743.763433113481,-14744.311169462357,17604.019962744514
3461.0,18:26:00.000,4.4924734386745815,-75.38082721415448,2497.0,2844.19584526223,-14388.171921479969,17056.559366159578
3521.0,18:27:00.000,4.492424180868367,-75.38055061926777,2496.0,3009.8645825239078,-7617.151418242531,23567.94055550207
3581.0,18:28:00.000,4.492320822606567,-75.3801063356903,2505.0,-1921.514226623949,5808.040776536924,19256.155070933688
3641.0,18:29:00.000,4.492109289280968,-75.37990081544196,2505.0,-2122.3084724846026,2962.9133229502404,14133.112388800007
3701.0,18:30:00.000,4.49184604487804,-75.37960507267876,2514.8864304146764,-2223.6438192892456,7426.450645701312,17797.451367926245
3761.0,18:31:00.000,4.491621184197169,-75.37946408907698,2519.0,-2288.728205338351,7540.262590187871,17695.328564328735
3821.0,18:32:00.000,4.491381950340252,-75.37919559376795,2527.0,-2385.241548673568,9137.245811345629,17286.535498839912
3881.0,18:33:00.000,4.491145780431401,-75.37900735235759,2532.0,-2473.8798065648493,7215.197758586168,17342.11835106869
3913.9,18:33:32.900,4.491043802392496,-75.37890731848849,2532.0,-2529.7473708357284,8070.269932335032,17499.58971739536
