Tiempo_s,Hora,Latitud,Longitud,Altura,dB_V_dZ,dB_N_dN,dB_E_dE
1540.0,14:58:00.000,4.472573952979893,-75.38748229871902,2286.0,722.4255427268363,7905.387238498606,18116.18546549188
1600.0,14:59:00.000,4.472736224386726,-75.38775539811328,2283.7805147243266,375.9042888996628,1448.4340052171356,366.1110495564208
1660.0,15:00:00.000,4.472886787841039,-75.38809010878586,2279.3050719911703,176.81989730451218,-3734.7651250003873,-9536.11698834702
1720.0,15:01:00.000,4.47312529711606,-75.38830234481507,2280.0,840.2515480494476,11124.050066404116,1483.6569470526956
1780.0,15:02:00.000,4.47362642231861,-75.38838921499678,2253.0799678924395,1610.8320182696334,-50.046110806528304,4052.994066267485
1840.0,15:03:00.000,4.474009972246262,-75.38837605097713,2247.9927757989262,942.9709713969254,-8985.424729335078,-7607.525019295164
1900.0,15:04:00.000,4.474389277594323,-75.38820857819846,2241.2641850198165,579.3848637618503,-5607.7395329627325,13695.663333570774
1960.0,15:05:00.000,4.474739213471164,-75.3880411898409,2234.6564491045,1231.9709529204215,-12.140106591679796,-1623.0851190191097
2020.0,15:06:00.000,4.47504949314916,-75.38793372654347,2239.0,967.2548165568976,6719.997276136684,-2077.195355197044
2080.0,15:07:00.000,4.475299958917466,-75.38801432928219,2287.329754678172,-292.7230344499985,-4368.597425429749,-1200.5008209508233
2140.0,15:08:00.000,4.475495175177602,-75.38826025928559,2295.594692218933,-1373.6762223640883,11.22309406581553,-8310.455203482197
2200.0,15:09:00.000,4.475539234523673,-75.38858459077574,2282.0,-1440.9129903876358,16830.919542674492,-6500.6319932061015
2260.0,15:10:00.000,4.475591457532679,-75.38886945627952,2271.4674158430744,-857.5729926572288,7374.453254819107,-6996.946802516191
2320.0,15:11:00.000,4.4756354145942,-75.38929370048831,2249.204234184518,-391.0086265597929,6650.256478907533,-6575.64704290565
2380.0,15:12:00.000,4.475699169250382,-75.38959932570549,2241.9440626097426,-54.22694609858445,6442.962139278403,-5467.595474092675
2440.0,15:13:00.000,4.47578603675285,-75.39002881873208,2231.0,-1312.5857538829391,18317.714250959863,-7852.70680162284
2500.0,15:14:00.000,4.475834259544277,-75.39031267626062,2225.5630361711733,-488.2142595348269,20971.980512654707,-9716.334220315595
2560.0,15:15:00.000,4.475976457009185,-75.3906394081959,2234.972156725029,610.5564034167668,-2995.704000729624,-7700.549041650331
2620.0,15:16:00.000,4.476121232244162,-75.39088510587898,2224.906185722169,-651.4283503694265,9980.009849913193,-4734.234582326397
2680.0,15:17:00.000,4.47623057543277,-75.39109243033224,2221.0,-703.066413846415,8944.816295014,-6540.194034319185
2740.0,15:18:00.000,4.476476257885786,-75.39152019920837,2227.082175287212,-567.6181613661416,12712.735392304232,-8185.728269784173
2800.0,15:19:00.000,4.476599035616904,-75.39180784703002,2239.8659007675715,-900.0694861906182,13446.514435159645,-7534.348147989927
2860.0,15:20:00.000,4.476761573809205,-75.39209523486261,2245.5392063412432,769.3346665533803,17271.51451076205,-6613.6223798123465
2920.0,15:21:00.000,4.47696152768298,-75.39238327605439,2251.175186876035,-922.065619262886,24163.571286006667,-9309.462262577275
2980.0,15:22:00.000,4.477110127580645,-75.39263120991275,2261.6255957457483,-391.5498727313631,7351.274766661743,-8755.60561774687
3040.0,15:23:00.000,4.47734697361622,-75.39286610303567,2269.890784126825,-374.39973044418247,10110.18450485072,-7007.505389014557
3100.0,15:24:00.000,4.4775619301449945,-75.39316008200986,2281.0,106.15548339819846,12976.186839145825,-6500.049473681
3160.0,15:25:00.000,4.477792351889693,-75.39338793060492,2289.0,347.286938878824,12571.101442630135,3091.081125648685
3220.0,15:26:00.000,4.478083631302924,-75.3936195948318,2295.0112376461143,-278.82821835743863,-2084.612475849108,-4277.938625734212
3280.0,15:27:00.000,4.478324029250545,-75.39382576726122,2306.966537901972,-798.4349996494857,-11821.322048458966,-6632.734092492436
3340.0,15:28:00.000,4.478639519555446,-75.3939387928593,2320.9232428635933,-97.48418859114464,10418.014592697897,-9226.880739794957
3400.0,15:29:00.000,4.478918842943478,-75.39413036446318,2325.605729192796,981.6357876888118,4539.3692510379005,666.0966195562396
3460.0,15:30:00.000,4.479265735143692,-75.39439539354028,2330.524757939096,428.8671186994907,11732.09156124317,-3688.949615165992
3520.0,15:31:00.000,4.479612273329512,-75.39457163190934,2333.655245070988,-87.9481881922208,10083.493664416636,-2993.5102891790666
3580.0,15:32:00.000,4.479985338087965,-75.39468970550968,2328.0,468.4357309471234,2817.4042883693364,3494.9475029467176
3640.0,15:33:00.000,4.480364876107436,-75.39476552566285,2330.874329002157,-121.92687106505036,-2786.312977225003,1119.6792267677774
3700.0,15:34:00.000,4.480915561171111,-75.39483757888004,2331.476646766668,-1948.9011701237955,-10751.319091017838,-6311.1177738603765
3760.0,15:35:00.000,4.481465728036185,-75.39486654130295,2326.7973711934983,-2356.341370021939,-1651.6399579633471,-6725.581858116277
3820.0,15:36:00.000,4.481913511813328,-75.39474637233657,2333.692319269553,-1530.3642309267063,4441.062756469,-4299.40407599949
3880.0,15:37:00.000,4.482215930056889,-75.39460027895134,2328.533587518186,-1302.944837652234,1691.5693814473489,-5923.252609224142
3940.0,15:38:00.000,4.48253240734821,-75.39448328454577,2330.078362514423,-1295.4433216063237,-1795.106025865447,-5805.781737502297
4000.0,15:39:00.000,4.482925370439501,-75.39432437190796,2350.739276576532,-1271.9497022038656,169.2630209819181,-5894.321153801753
4060.0,15:40:00.000,4.483391804571765,-75.39426488308692,2362.425926854964,-1274.131298921425,-2666.2415078553386,-5692.7535921922645
4120.0,15:41:00.000,4.483894406926532,-75.39437479415992,2348.119650830281,-1285.3108181279629,4154.541697953591,-6001.113353210614
4180.0,15:42:00.000,4.484376234883983,-75.39471304681241,2336.226508804495,-2874.6639167065005,-195.6166901044417,-6411.227858320506
4240.0,15:43:00.000,4.484732578291538,-75.39489868496473,2341.0,-2368.269858457798,7991.484909023743,-2257.893938926187
4300.0,15:44:00.000,4.485203846625905,-75.39499565005886,2349.054733356745,-2201.5751760631247,4103.20086394152,-4787.469586186599
4360.0,15:45:00.000,4.485621984708933,-75.39503394103049,2354.0,-2680.91948390885,1471.822139464406,-5336.644535326825
4420.0,15:46:00.000,4.486104940238562,-75.3950889189632,2360.0,-2541.9630865378567,-625.5694630998914,-4147.691197063406
4480.0,15:47:00.000,4.486400325489136,-75.39503455793644,2360.0,-3178.027138489551,-530.7133925649177,-11636.36774607944
4540.0,15:48:00.000,4.486772017891136,-75.39486527230731,2370.424973661767,-2148.5353693648262,13089.32492932888,-9246.86040881532
4600.0,15:49:00.000,4.487161510120092,-75.3946824640226,2382.0100336126025,-2451.065198023663,-8705.979222256137,5052.680641987517
4660.0,15:50:00.000,4.487536949224984,-75.39464201284956,2387.0,-2444.1974645725327,-15540.326695686084,-11390.88280117296
4720.0,15:51:00.000,4.487878347771882,-75.39448900278843,2408.675061455877,-2007.4481803772264,-6235.627818694004,346.2438467058273
4780.0,15:52:00.000,4.488265357952546,-75.39441552488694,2397.906787738925,-2455.256766225032,-6357.986558860252,444.44681659217895
4840.0,15:53:00.000,4.488780477626665,-75.39443481166057,2389.9480760547835,-2637.249652035025,-3840.060142505503,-2183.0174019320766
4900.0,15:54:00.000,4.489387131579584,-75.39442688420796,2390.312898209,-3209.5880435878985,500.4485269117249,7549.542573925995
4960.0,15:55:00.000,4.489913870736851,-75.39430936455553,2388.93468118196,-2346.822338246493,-2140.4233777022564,546.8049283431392
5020.0,15:56:00.000,4.490384279903288,-75.39416605107894,2387.330306526865,-2596.346057746598,-2708.2960209603552,-2202.9103969480857
5080.0,15:57:00.000,4.490816967499602,-75.39399336270412,2385.7155972507903,-3194.522022198265,-7691.185554769072,1488.705273798023
5140.0,15:58:00.000,4.491390932409945,-75.39384941291318,2390.6432047358653,-2805.201667211232,-7552.272751658835,-1586.0841227157907
5200.0,15:59:00.000,4.492009531130064,-75.39380209774903,2384.3822304720816,-7262.387663119744,-13890.985366011815,-1765.264089503862
5260.0,16:00:00.000,4.4925601113729305,-75.39370717058962,2384.7803140520746,-6396.509320920159,12226.656624393076,1176.489762223433
5320.0,16:01:00.000,4.492982158566215,-75.39388039608652,2384.0,-6823.253115656514,-9437.554091874485,-6565.578595817369
5380.0,16:02:00.000,4.492858933666197,-75.39422336301763,2379.949480760548,-7951.131688844155,-5890.787903090735,-13604.609659241552
5440.0,16:03:00.000,4.4924110907112,-75.3944953391695,2388.069583103397,-6104.34590061721,16841.308739165805,-12547.488569601765
5500.0,16:04:00.000,4.491980952747135,-75.39464267636639,2389.558019364872,-8030.33812191739,19034.584941658533,-4368.709136773188
5560.0,16:05:00.000,4.491406677184657,-75.39482366873429,2382.4131339988967,3528.184426165962,17175.326342310007,-5635.259214056765
5620.0,16:06:00.000,4.4909901288011564,-75.3950006839356,2388.555410625596,5185.173640295247,8025.740711084134,-11237.82989308498
5680.0,16:07:00.000,4.490556926293692,-75.39525446175375,2388.0,3431.138741109753,7544.923080253837,-1709.6160669428682
5740.0,16:08:00.000,4.4900822281709125,-75.39539829913662,2390.2249034264787,4388.4394181747,2548.763926635809,-3414.0112529527178
5800.0,16:09:00.000,4.489632474014238,-75.39542281495433,2375.9206341243166,3283.88066788172,7361.642569053016,-3390.7394493610154
5860.0,16:10:00.000,4.489178221320904,-75.39553076907102,2379.744243214769,5235.753271118209,6587.376769415303,-9000.891753599088
5920.0,16:11:00.000,4.488715049825763,-75.3957067717816,2380.0,2042.6008053036155,7475.916093611326,6172.56567858754
5979.900000000001,16:11:59.900,4.488398778435325,-75.39585386705785,2377.0,3252.843864740629,1901.765648047265,-8730.003490918834
