Tiempo_s,Hora,Latitud,Longitud,Altura,dB_V_dZ,dB_N_dN,dB_E_dE
0.0,17:58:00.000,4.490148379290867,-75.37966917310953,2487.0,-1040.6033667346248,4348.533397142917,7374.903284364303
60.0,17:59:00.000,4.490035498332042,-75.37964654959754,2487.0,-1041.0554531986757,4316.2212335386175,7320.726632599799
120.0,18:00:00.000,4.489913511992761,-75.37962460991804,2487.0,-1109.1587942873011,4305.158295663106,7097.025090063387
180.0,18:01:00.000,4.489782050415797,-75.37960579032014,2485.0,-344.3936897777118,9643.806157077048,11380.722439308433
240.0,18:02:00.000,4.489645684916983,-75.37959720641945,2485.0,-553.349402324801,8497.452114856067,10157.331329683397
300.0,18:03:00.000,4.489530686244116,-75.3795851093689,2487.3842345213,-595.0889109005462,8200.648207249007,11859.278954791896
360.0,18:04:00.000,4.489410871348608,-75.37957760407599,2488.0,-654.1407760743799,7689.420431833234,10228.911334157909
420.0,18:05:00.000,4.489298187728474,-75.3795648036097,2487.087357223393,-1069.9179354392645,4908.948772498356,9306.498471422754
480.0,18:06:00.000,4.489170752443877,-75.37956614076558,2487.0,-394.12464656580414,7822.077003135739,10234.99905618943
540.0,18:07:00.000,4.48903329144097,-75.37956169293892,2487.0,222.37424584412656,9135.458351924535,5948.71740434524
600.0,18:08:00.000,4.488909721501253,-75.37956679043852,2487.0,-683.2000744111574,8131.323506772183,9469.566152541098
660.0,18:09:00.000,4.488803211139843,-75.37957306909651,2487.0,-2999.472064493622,29073.37747940309,26465.186518983646
720.0,18:10:00.000,4.488709486874586,-75.37959375817901,2487.0,-884.6666791237172,8935.983476291382,9878.28448790646
780.0,18:11:00.000,4.488607306689183,-75.37959775813837,2487.0,694.7252948716438,7751.974184661864,5535.705545653538
840.0,18:12:00.000,4.4884991448704215,-75.3796079702676,2487.0,-604.6972818244831,8435.460121117954,9666.42231900548
900.0,18:13:00.000,4.48839249267101,-75.3796119731637,2489.0,-1324.0940563482775,7497.218190052634,11227.733091221551
960.0,18:14:00.000,4.488289360127954,-75.37961584402917,2489.0,-1875.1124296792448,13103.86715511314,8224.190542323846
1020.0,18:15:00.000,4.488200149130231,-75.37963373736899,2489.502132457473,-1051.942239837139,13055.501786095068,12469.491133799733
1080.0,18:16:00.000,4.4881166528039245,-75.37964537282245,2490.0,-251.2865858453733,-1734.7094242994715,2583.320335730419
1140.0,18:17:00.000,4.488023438877054,-75.37965215819098,2490.0,1610.615069078539,-5585.560394428503,-5006.035300777752
1200.0,18:18:00.000,4.487932272601687,-75.3796650396981,2489.4630619148,1368.179142030179,1122.2334816688744,-3592.215032476852
1260.0,18:19:00.000,4.487837910756121,-75.37968126646945,2487.0,-1251.8237310895493,13096.46161219047,4083.445959780678
1320.0,18:20:00.000,4.487753737571771,-75.3796852844797,2487.0,-435.6859866476977,14670.272370081082,5502.778333645721
1380.0,18:21:00.000,4.4876672384652885,-75.37968792325375,2487.0,-78.4976819001992,16353.22298737686,1488.7503274118135
1440.0,18:22:00.000,4.487584993915162,-75.37970105261394,2487.0,-891.1951614292824,14837.59358450902,5705.989912527883
1500.0,18:23:00.000,4.4875048085789855,-75.37970336963764,2487.0,-971.4177421311956,16258.128233372474,4157.691735448609
1560.0,18:24:00.000,4.487428078211432,-75.37971080082258,2487.0,-976.9017826526784,14862.469173955937,5640.255659093178
1620.0,18:25:00.000,4.487360404082092,-75.37971835652864,2487.4581106917008,-987.7880018913952,16232.871333041992,4152.364227707496
1680.0,18:26:00.000,4.487292495791769,-75.37973831388615,2492.0,-1029.761551990984,15601.397896518303,4868.122879669591
1740.0,18:27:00.000,4.487228920766579,-75.37974775350412,2492.0,-1055.8146798184316,16276.178780503184,4059.394654728878
1800.0,18:28:00.000,4.487162121456163,-75.37976207623849,2492.0,-1066.667658824697,17034.582037705855,2694.8438388656978
1860.0,18:29:00.000,4.487098274888604,-75.3797858897695,2492.9822540320606,-1088.1152460519806,15935.472837243928,4437.037483013122
1920.0,18:30:00.000,4.487037470783885,-75.37979891712511,2495.0,-1096.9928009669918,16295.311268318115,3953.665882701213
1980.0,18:31:00.000,4.486974496193216,-75.37981710939289,2495.0,-1125.9661518780874,17488.664489990755,-171.1910287398423
2039.9,18:31:59.900,4.486924401065186,-75.37984482261163,2495.0,-5390.132300904933,13385.44146682934,-6760.234653554446
