Tiempo_s,Hora,Latitud,Longitud,Altura,dB_V_dZ,dB_N_dN,dB_E_dE
0.0,16:47:51.000,4.491911183079514,-75.38043217817635,2492.0,-307.80579052870354,6999.161669636225,-7067.434898578882
9.0,16:48:00.000,4.491928010428279,-75.38047268479075,2492.0,-571.6064403834656,5125.885605501018,-11181.388435341229
69.0,16:49:00.000,4.491983184946506,-75.38070672594286,2492.0,-564.8547195391002,7893.391728069604,-8218.493817287708
129.0,16:50:00.000,4.492014141662572,-75.38102924834224,2490.0,-216.52855594774883,8772.013064948522,-1317.4403644605843
189.0,16:51:00.000,4.492025540720445,-75.38128817224722,2488.0,-818.9593581573135,13470.887919644694,-10806.47436374702
249.0,16:52:00.000,4.491912497275749,-75.38114551524117,2490.0,-927.184841254338,-5296.248913429674,5889.886206481053
309.0,16:53:00.000,4.491923669996302,-75.38085634705071,2492.0,1158.1851545334018,18598.643390377318,4669.351094901514
369.0,16:54:00.000,4.491900255148007,-75.38059732603872,2492.0,131.9298100158776,7727.99414177707,4144.438099373678
429.0,16:55:00.000,4.491781820770028,-75.38042911298926,2492.0,-308.8535052147684,11468.437866236854,20494.232868029867
489.0,16:56:00.000,4.491797998664636,-75.38071038590958,2488.0,-444.1722360998198,6379.951709448207,-5469.120926551361
549.0,16:57:00.000,4.491840756147953,-75.38096067012543,2492.0,696.7910468308934,-13849.694249985829,-5267.911917144622
609.0,16:58:00.000,4.491817118429845,-75.38117689455751,2490.0,383.6223189230659,-8440.57067146986,-3107.735710552733
669.0,16:59:00.000,4.491753119473991,-75.38122602085197,2486.0,953.8661224662598,-5540.277751641916,10624.55029474821
729.0,17:00:00.000,4.49173107570801,-75.38094466280621,2488.0,-191.16692279394192,-8496.601508232408,4690.336724452121
789.0,17:01:00.000,4.491751444344525,-75.38070361965282,2490.1089740266475,-1912.7934129455775,769.5122469326343,10121.322747976468
849.0,17:02:00.000,4.4917141976897685,-75.38041455213317,2494.9225465291097,-402.2545727274337,8441.530488812907,2484.472131444112
909.0,17:03:00.000,4.491651365229566,-75.38065127346056,2492.0,-608.3427374422657,-8637.0394486634,-2160.344192220997
969.0,17:04:00.000,4.491661131538749,-75.38089907018204,2488.0,533.5283311157618,-1719.5960673920672,-8255.306448113573
1029.0,17:05:00.000,4.491662333863959,-75.38116439965555,2486.0,483.227950876974,7062.517439026542,-4073.699775736015
1089.0,17:06:00.000,4.491604973764271,-75.38117082335431,2486.0,-717.8005303533064,11932.823884098496,4240.264168796646
1149.0,17:07:00.000,4.491595247068388,-75.38094034511352,2488.0,-442.9336738632289,7906.448083570183,2758.3475183574265
1209.0,17:08:00.000,4.491591687235207,-75.38069442184495,2490.623256778475,486.9353742244857,-7852.844876106821,3601.6834462294137
1269.0,17:09:00.000,4.491555161972173,-75.38042115994936,2492.0,-1793.072352033305,-8454.378748715882,8309.006824076641
1329.0,17:10:00.000,4.491531650456025,-75.38064209684899,2492.0,-748.5374413266594,-7288.927404833248,606.0422342597813
1389.0,17:11:00.000,4.491535568540313,-75.38089878989553,2488.0,-4551.700922306532,10649.66233985592,291.7926571930366
1449.0,17:12:00.000,4.491533931485957,-75.38114330751102,2486.0,301.00131315136,7418.915883002144,-4044.0831439071626
1509.0,17:13:00.000,4.491484704219791,-75.38121518988727,2484.0,-514.151831075828,10799.712036531924,-4159.035871968248
1569.0,17:14:00.000,4.49147877153244,-75.38097244640196,2484.3374462128672,-1499.8347081191605,12245.767573908102,6624.713357979133
1629.0,17:15:00.000,4.491487125431285,-75.38074964919699,2485.0,-1933.1444350998063,9547.76758363106,-5.836489408851776
1689.0,17:16:00.000,4.491476813419093,-75.38049890442345,2489.0,-1600.508680470409,10526.476812239129,442.5656224438717
1749.0,17:17:00.000,4.491367677709355,-75.38048853582389,2489.0,-1020.309509315814,13522.622980121085,1634.3997179844157
1809.0,17:18:00.000,4.491358487490741,-75.38076914755021,2485.0,4577.936735728836,-4783.774862544768,1849.1084540703089
1869.0,17:19:00.000,4.491353023488045,-75.38100301224796,2484.0,2357.497254999424,1506.71776829828,8866.209876361172
1928.9,17:19:59.900,4.491348527679346,-75.38125002897996,2485.0,1673.4942604128264,2179.8944331570383,12868.62325639386
